CHROM,MIN_START,MAX_END,AVG_START,AVG_END,AVG_SIZE,AVG_QUAL,SAMPLES_COUNT,SAMPLES_PERCENT,SIZE_STDEV,RSSD,BREAKPOINT_WINDOW,BREAKPOINT_PRECISION,START_BREAKPOINT_CONFIDENCE,END_BREAKPOINT_CONFIDENCE,SOFT_CLIP_SUPPORT,SAMPLES_WITH_BP_EVIDENCE,EVIDENCE_CLUSTERED,START_DEPTH_RATIO,END_DEPTH_RATIO,REPEAT_OVERLAP,REPEAT_OVERLAP_BP,REPEAT_OVERLAP_PERCENT,REPEAT_TYPES,REPEAT_NAMES,REPEAT_FAMILIES,REPEAT_CLASSES,PRIMARY_REPEAT_TYPE,PRIMARY_REPEAT_NAME,PRIMARY_REPEAT_OVERLAP_BP,NUM_REPEAT_ELEMENTS,REPEAT_DENSITY,DISTANCE_TO_NEAREST_REPEAT,PRIMARY_GENE_NAME,PRIMARY_GENE_START,PRIMARY_GENE_END,PRIMARY_GENE_STRAND,PRIMARY_GENE_OVERLAP_BP,PRIMARY_GENE_DISTANCE
NW_024423564.1,64746106,64748759,64746249.3,64748596.7,2347.4,5580.72,10,100,35.96,0.0153,305.6,0.7350000000000001,0.7875000000000001,0.6825000000000001,38,1,both,0.123,3.667,Yes,2306,96.93148382,LINE;SINE,UrsMar-1.13;UrsMar-5.1186;UrsMar-6.1536,L1;tRNA,LINE;SINE,LINE,UrsMar-5.1186,1206,5,0.969314838,0,AGBL4,64471688,65759946,+,2379,0
NW_024423343.1,11379675,11379925,11379681.3,11379889.9,208.6,9999,10,100,16.61,0.0796,41.4,0.8300000000000001,0.735,0.925,40,1,both,0.697,0.889,Yes,197,97.04433498,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,197,1,0.97044335,0,AGFG1,11352912,11430676,-,203,0
NW_024427107.1,77509111,77509349,77509111.5,77509312.1,200.6,9999,10,100,12.48,0.0622,37.4,0.8319675,0.692685,0.9712500000000001,37,2,both,0.095,3.5,Yes,196,99.49238579,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,196,1,0.994923858,0,AGO2,77435401,77538033,-,197,0
NW_024425786.1,27086123,27086421,27086123,27086365,242,9999,10,100,22.65,0.0936,56,0.8542275,0.868455,0.8400000000000001,40,3,both,0.099,71,Yes,209,90.47619048,DNA;SINE,UrsMar-1.164;UrsMar-6.1536,TcMar-Tigger;tRNA,DNA;SINE,SINE,UrsMar-6.1536,194,2,0.904761905,0,AGO4,27081521,27118998,+,231,0
NW_024423343.1,53896004,53896269,53896004,53896243.5,239.5,9999,10,100,20.7,0.0864,41.4,0.9419025000000001,0.964215,0.91959,62,2,both,0.242,39.667,Yes,219,100,SINE;Simple_repeat,(TTATT)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,201,2,1,0,AGPS,53874930,54011139,-,219,0
NW_024425563.1,22661766,22661978,22661766,22661977.9,211.9,9999,10,100,0.3,0.0014,20,0.7184325,0.664965,0.7719,54,6,both,0.673,0.935,Yes,216,100,LINE;SINE,UrsMar-5.1186;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,198,2,1,0,AHCYL2,22574029,22732416,-,216,0
NW_024425563.1,22600109,22600347,22600109,22600322,213,9999,10,100,10.34,0.0486,25,0.5721425,0.4516,0.692685,34,4,both,1,16,Yes,212,100,LINE;SINE,L1MCc;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,201,3,1,0,AHCYL2,22574029,22732416,-,212,0
NW_024423675.1,42269998,42270253,42269998,42270215.3,217.3,9011.9,10,100,18.69,0.086,37.7,0.9178725,0.903945,0.9318,38,2,both,0.092,1.076,Yes,198,94.28571429,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,198,1,0.942857143,0,AHI1,42224958,42435189,-,210,0
NW_024425008.1,530544,530794,530544,530749.8,205.8,9999,10,100,15.13,0.0735,44.2,0.7153125,0.6825000000000001,0.748125,35,2,both,0.125,7.818,Yes,200,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,200,1,1,0,AHNAK2,523708,548405,+,200,0
NW_024425563.1,56298086,56298299,56298089.7,56298290,200.3,9999,10,100,4.24,0.0212,20,0.8771675000000001,0.9310350000000001,0.8233,45,2,both,0.248,1.032,Yes,197,98.00995025,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,197,1,0.980099502,0,AHR,56281526,56328158,-,201,0
NW_024423675.1,48643209,48643464,48643209,48643417.2,208.2,9999,10,100,15.64,0.0751,46.8,0.7875000000000001,0.6825000000000001,0.8925,36,1,both,0.131,14.333,Yes,199,97.54901961,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,199,1,0.975490196,0,AIG1,48622256,48945183,+,204,0
NW_024426008.1,23001574,23001771,23001574,23001770.7,196.7,9999,10,100,0.46,0.0023,20,0.79023,0.82152,0.7589400000000001,40,3,both,0.071,5.278,Yes,197,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,197,1,1,0,AK3,22987203,23003371,-,197,0
NW_024423564.1,50953871,50954115,50953871,50954084.7,213.7,9014.3,10,100,17.94,0.084,35.9,0.8714999999999999,0.9117149999999999,0.8312849999999999,39,2,both,0.413,1.583,Yes,195,96.53465347,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,195,1,0.965346535,0,AK4,50938488,51000979,-,202,0
NW_024423564.1,40654234,40654339,40654243.1,40654327.1,84,9999,10,100,7.67,0.0913,21,0.3640875,0.36561000000000005,0.362565,30,11,both,0.742,2,No,0,0,None,None,None,None,None,None,0,0,0,284,AK5,40530372,40757817,-,62,0
NW_024426663.1,35062359,35062625,35062359,35062581.1,222.1,9999,10,100,23.64,0.1064,47.3,0.774375,0.6825000000000001,0.86625,39,1,both,0.241,2.967,Yes,195,99.48979592,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,195,1,0.994897959,0,AK6,35058240,35071241,+,196,0
NW_024424119.1,56487002,56487275,56487002,56487229.6,227.6,9009.4,10,100,30.71,0.1349,61.4,0.79779,0.7917,0.8038799999999999,37,2,both,1.03,3.917,Yes,200,98.03921569,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,200,1,0.980392157,0,AK8,56442551,56560867,-,204,0
NW_024423344.1,28486192,28486395,28486192,28486351.7,159.7,9999,10,100,21.4,0.134,43.3,0.860055,0.816165,0.903945,38,3,both,0.048,3.5,Yes,143,95.97315436,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,143,1,0.959731544,0,AKAP11,28478014,28526329,-,149,0
NW_024425230.1,17136377,17136628,17136395.9,17136609,213.1,9999,10,100,8.46,0.0397,37.9,0.7901775,0.6415500000000001,0.938805,42,2,both,0.098,3.692,Yes,205,98.0861244,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,205,1,0.980861244,0,AKAP13,17093917,17417938,+,209,0
NW_024425230.1,17132151,17132415,17132151,17132377.1,226.1,9999,10,100,12.64,0.0559,37.9,0.6472500000000001,0.6120000000000001,0.6825000000000001,35,2,both,3.268,8.8,Yes,227,100,SINE;Simple_repeat,(T)n;UrsMar-1.18;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,189,3,1,0,AKAP13,17093917,17417938,+,227,0
NW_024425230.1,17110880,17111115,17110880,17111085.5,205.5,9999,10,100,13.32,0.0648,29.5,0.7716975000000001,0.7627200000000001,0.7806750000000001,47,2,both,0.104,3.382,Yes,196,98.49246231,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,196,1,0.984924623,0,AKAP13,17093917,17417938,+,199,0
NW_024426230.1,9420844,9421131,9420844,9421080.9,236.9,9999,10,100,17.08,0.0721,50.1,0.9004800000000001,0.9500400000000001,0.85092,55,6,both,0.566,1.645,Yes,198,86.08695652,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,198,1,0.860869565,0,AKAP6,9204876,9556775,+,230,0
NW_024426230.1,9508499,9508782,9508499,9508748.2,249.2,9999,10,100,26.99,0.1083,54,0.792975,0.6882,0.89775,47,3,both,1.124,2.857,Yes,220,100,SINE;Simple_repeat,(TTTA)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,201,2,1,0,AKAP6,9204876,9556775,+,220,0
NW_024423675.1,38891401,38891638,38891401,38891613.4,212.4,9999,10,100,13.4,0.0631,26.8,0.80409,0.61068,0.9974999999999999,39,1,both,0.03,1.541,Yes,201,99.5049505,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.995049505,0,AKAP7,38751433,38889410,+,0,1991
NW_024426552.1,50388750,50388935,50388751.6,50388898.5,146.9,6046.6,10,100,13.15,0.0895,38.1,0.6651475,0.799995,0.5303,40,2,both,0.185,1.021,Yes,143,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,143,1,1,0,ALCAM,50298631,50506459,+,143,0
NW_024426885.1,31753524,31753795,31753524,31753752.5,228.5,9003.7,10,100,16.17,0.0708,42.5,0.69937,0.476,0.9227400000000001,40,1,both,1.278,1.891,Yes,221,100,SINE;Simple_repeat,(T)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,185,2,1,0,ALDH18A1,31713564,31768788,+,221,0
NW_024423786.1,369088,369345,369088,369306.2,218.2,9999,10,100,15.63,0.0716,38.8,0.811125,0.790965,0.8312849999999999,41,2,both,0.341,5.538,Yes,205,97.1563981,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,205,1,0.971563981,0,ALDH1L1,256426,372136,-,211,0
NW_024425897.1,21030179,21030393,21030179,21030385.8,206.8,9999,10,100,2.4,0.0116,20,0.8048250000000001,0.8615250000000001,0.748125,53,2,both,0.489,7.727,Yes,209,100,LTR;SINE,MER31-int;UrsMar-6.1536,ERV1;tRNA,LTR;SINE,SINE,UrsMar-6.1536,201,2,1,0,ALDH2,21035175,21065346,-,0,4790
NW_024426774.1,9558971,9559257,9558978.3,9559212.9,234.6,9999,10,100,22.94,0.0978,51.4,0.7607225,0.903945,0.6175,36,1,both,0.225,1.098,Yes,219,100,SINE;Simple_repeat,(TAAA)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,187,2,1,0,ALKAL2,9562392,9571361,+,0,3194
NW_024424008.1,58598557,58598805,58598557,58598765.6,208.6,9999,10,100,14.57,0.0698,39.4,0.7099050000000001,0.6825000000000001,0.7373100000000001,39,2,both,0.396,2.167,Yes,202,100,LINE;SINE,L2d;UrsMar-6.1536,L2;tRNA,LINE;SINE,SINE,UrsMar-6.1536,197,2,1,0,ALKBH8,58599711,58645543,+,0,952
NW_024426774.1,47978008,47984515,47978037,47984266.8,6229.8,7301.55,10,100,12.6,0.002,277.2,0.7952175000000001,0.7875000000000001,0.8029350000000001,37,1,both,0.797,2.086,Yes,5516,88.48251524,LINE;SINE,UrsMar-1.201;UrsMar-6.1536,L1;tRNA,LINE;SINE,LINE,UrsMar-1.201,5096,3,0.884825152,0,ALMS1,47927250,48144247,-,6234,0
NW_024423343.1,33013664,33015010,33013785.1,33014827.1,1042,6267.88,10,100,28.13,0.027,304,0.80325,0.7875000000000001,0.8190000000000001,50,2,both,0.308,8.5,Yes,526,49.48259643,LINE;Simple_repeat,(T)n;UrsMar-1.201,L1,LINE;Simple_repeat,LINE,UrsMar-1.201,508,2,0.494825964,0,ALS2,32982879,33043471,+,1063,0
NW_024424786.1,28101315,28101592,28101315,28101536.2,221.2,9999,10,100,24.6,0.1112,55.8,0.8148525,0.845985,0.78372,49,2,both,0.275,11.167,Yes,209,100,LINE;SINE,L2d;UrsMar-6.1536,L2;tRNA,LINE;SINE,SINE,UrsMar-6.1536,207,3,1,0,ALX4,28058656,28098832,-,0,2483
NW_024424786.1,30070756,30070980,30070756,30070967,211,9999,10,100,10.32,0.0489,20.6,0.8202,0.8400000000000001,0.8004,37,6,both,0.348,1.195,Yes,193,96.98492462,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,193,1,0.969849246,0,AMBRA1,29912360,30076829,-,199,0
NW_024425563.1,89025277,89026170,89025306.6,89025933.6,627,8190.64,10,100,18.97,0.0303,266,0.8059275,0.8050350000000001,0.80682,34,2,both,0.467,2.047,Yes,239,39.56953642,LINE,L1MB5,L1,LINE,LINE,L1MB5,239,1,0.395695364,0,AMPH,89003708,89219007,-,604,0
NW_024426774.1,35650514,35650717,35650514,35650716.9,202.9,9999,10,100,0.3,0.0015,20,0.82655,1,0.6531,38,2,both,0.289,1.089,Yes,203,95.75471698,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,203,1,0.95754717,0,ANAPC1,35568345,35662928,-,212,0
NW_024424008.1,7345998,7346254,7345998,7346210.3,212.3,9999,10,100,15.08,0.071,43.7,0.8218875000000001,0.77091,0.8728650000000001,47,2,both,0.182,4.421,Yes,200,97.08737864,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,200,1,0.970873786,0,ANAPC15,7340578,7343769,-,0,2229
NW_024426885.1,53227540,53227805,53227540,53227755.4,215.4,9999,10,100,16.54,0.0768,49.6,0.7622475000000001,0.6600300000000001,0.864465,35,1,both,0.267,4.038,Yes,210,100,LINE;SINE,L2b;UrsMar-6.1536,L2;tRNA,LINE;SINE,SINE,UrsMar-6.1536,201,3,1,0,ANAPC16,53231687,53244399,-,0,3937
NW_024427107.1,50937224,50937424,50937224,50937422.8,198.8,9999,10,100,0.75,0.0038,20,0.7777175000000001,0.6706,0.884835,48,3,both,0.879,1.348,Yes,201,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,1,0,ANGPT1,50779314,51024261,-,201,0
NW_024426885.1,63639529,63639794,63639529,63639744.2,215.2,9999,10,100,16.61,0.0772,49.8,0.6240675,0.651,0.597135,40,1,both,0.719,3.111,Yes,201,95.71428571,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.957142857,0,ANK3,63329973,63659416,+,210,0
NW_024423343.1,43540943,43542333,43540943,43542333,1390,9999,10,100,0,0,20,0.64507,0.50264,0.7875000000000001,34,2,both,2.073,3.267,Yes,1383,99.49640288,LINE;Simple_repeat,(A)n;UrsMar-1.201,L1,LINE;Simple_repeat,LINE,UrsMar-1.201,1356,2,0.994964029,0,ANKAR,43530550,43598190,-,1390,0
NW_024423343.1,43579175,43579375,43579175,43579374.8,199.8,9999,10,100,0.6,0.003,20,0.7204225,0.665,0.775845,33,3,both,0.853,4.24,Yes,204,100,LINE;SINE,UrsMar-1.201;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,198,3,1,0,ANKAR,43530550,43598190,-,204,0
NW_024423343.1,43581030,43581243,43581030,43581232.1,202.1,9999,10,100,3.65,0.018,20,0.8754900000000001,0.9130800000000001,0.8379000000000001,48,2,both,0.114,3.241,Yes,200,99.50248756,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,200,1,0.995024876,0,ANKAR,43530550,43598190,-,201,0
NW_024423343.1,43546969,43547194,43546969,43547161.9,192.9,9999,10,100,10.74,0.0557,32.1,0.7500150000000001,0.71253,0.7875000000000001,40,3,both,0.122,8.4,Yes,188,98.94736842,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,188,1,0.989473684,0,ANKAR,43530550,43598190,-,190,0
NW_024423343.1,43550171,43550412,43550175.5,43550377,201.5,9009.9,10,100,11.64,0.0578,39.5,0.7568925,0.6825000000000001,0.8312849999999999,38,1,both,0.524,7.1,Yes,197,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,197,1,1,0,ANKAR,43530550,43598190,-,197,0
NW_024423564.1,3588106,3588333,3588106,3588313,207,9999,10,100,8.99,0.0434,20,0.7096425000000001,0.7875000000000001,0.631785,31,6,both,0.074,6.625,Yes,199,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,199,1,1,0,ANKRD35,3574108,3590358,+,199,0
NW_024424008.1,20577280,20577483,20577280,20577482.7,202.7,9999,10,100,0.46,0.0023,20,0.76209,0.8508150000000001,0.673365,37,3,both,0.226,4.435,Yes,203,100,LTR;SINE,MLT1G3;UrsMar-6.1536,ERVL-MaLR;tRNA,LTR;SINE,SINE,UrsMar-6.1536,197,2,1,0,ANKRD42,20498702,20582467,-,203,0
NW_024424008.1,20567846,20568105,20567846,20568079.3,233.3,9999,10,100,8.6,0.0369,25.7,0.78437,0.646,0.9227400000000001,40,1,both,8.152,1.585,Yes,227,94.9790795,LINE;SINE;Simple_repeat,(T)n;UrsMar-1.201;UrsMar-6.1536,L1;tRNA,LINE;SINE;Simple_repeat,LINE,UrsMar-1.201,120,3,0.949790795,0,ANKRD42,20498702,20582467,-,239,0
NW_024424008.1,20506712,20506979,20506719.2,20506939.9,220.7,9999,10,100,15.55,0.0705,46.3,0.9055675000000001,0.9263,0.884835,51,3,both,0.929,10.5,Yes,197,91.62790698,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,197,1,0.91627907,0,ANKRD42,20498702,20582467,-,215,0
NW_024423343.1,37160484,37160700,37160491.4,37160699.7,208.3,9999,10,100,3.13,0.015,20,0.89592,0.91434,0.8775,38,2,both,0.227,1.193,Yes,197,94.71153846,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,197,1,0.947115385,0,ANKRD44,37035347,37381478,+,208,0
NW_024423343.1,37249479,37249688,37249492.5,37249687.8,195.3,9999,10,100,4.58,0.0235,20,0.801415,0.7412,0.86163,34,2,both,0.825,1.711,Yes,200,100,LINE;SINE,L2c;UrsMar-6.1536,L2;tRNA,LINE;SINE,SINE,UrsMar-6.1536,197,2,1,0,ANKRD44,37035347,37381478,+,200,0
NW_024423343.1,37066125,37066350,37066125.2,37066324.3,199.1,9999,10,100,10.66,0.0536,25.9,0.6688500000000001,0.86667,0.47103,38,5,both,0.518,2.621,Yes,193,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,193,1,1,0,ANKRD44,37035347,37381478,+,193,0
NW_024423343.1,37179849,37180100,37179849.2,37180067.8,218.6,9999,10,100,21.28,0.0973,42.6,0.8890875,0.9521400000000001,0.826035,54,2,both,0.259,12.333,Yes,197,98.99497487,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,197,1,0.989949749,0,ANKRD44,37035347,37381478,+,199,0
NW_024427107.1,45289007,45289504,45289047.5,45289325.9,278.5,9094.27,10,100,33.44,0.1201,218.5,0.800125,0.86,0.74025,44,2,both,1.011,1.696,Yes,250,100,DNA;SINE;Simple_repeat,(TTTA)n;MER5B;UrsMar-6.1536,hAT-Charlie;tRNA,DNA;SINE;Simple_repeat,SINE,UrsMar-6.1536,191,4,1,0,ANKRD46,45252358,45286188,-,0,2807
NW_024426663.1,45822712,45822760,45822712.8,45822759.1,46.3,9999,10,100,0.64,0.0138,20,0.66822,0.6714749999999999,0.664965,49,3,both,0.065,50.5,Yes,46,100,Simple_repeat,(TA)n,None,Simple_repeat,Simple_repeat,(TA)n,46,1,1,0,ANKRD55,45696426,45982960,+,46,0
NW_024425786.1,517175,517282,517191,517269.4,78.4,9999,10,100,7.54,0.0962,28.6,0.5115775,0.5660550000000001,0.4571,37,6,both,0.679,0.939,No,0,0,None,None,None,None,None,None,0,0,0,65,ANKRD65,517136,522656,-,72,0
NW_024424564.1,35634123,35634386,35634123,35634338.7,215.7,9999,10,100,23.15,0.1073,47.3,0.7658175,0.63,0.9016350000000001,41,2,both,0.217,4.706,Yes,198,100,LTR;SINE,MLT1G1;UrsMar-6.1536,ERVL-MaLR;tRNA,LTR;SINE,SINE,UrsMar-6.1536,196,2,1,0,ANKS1B,35001017,36052888,-,198,0
NW_024424453.1,14707393,14707654,14707393,14707612.3,219.3,9999,10,100,13.91,0.0634,41.7,0.8968050000000001,0.920745,0.8728650000000001,42,2,both,0.296,2.549,Yes,201,93.48837209,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.934883721,0,ANKUB1,14676373,14710549,+,215,0
NW_024424564.1,36877587,36878368,36877642.4,36878146,503.6,8341.42,10,100,30.89,0.0613,277.4,0.716125,0.78225,0.65,38,1,both,0.075,1,Yes,413,80.35019455,LINE;Simple_repeat,(TA)n;L1ME4b,L1,LINE;Simple_repeat,LINE,L1ME4b,260,3,0.803501946,0,ANO4,36672736,36983114,+,514,0
NW_024424786.1,10100762,10101009,10100762,10100974.4,212.4,9013.8,10,100,15.96,0.0752,34.6,0.7757925000000001,0.664965,0.8866200000000001,45,2,both,0.258,4.85,Yes,200,97.08737864,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,200,1,0.970873786,0,ANO5,10096690,10164083,+,206,0
NW_024425119.1,36265894,36266124,36265921,36266105.3,184.3,9999,10,100,16.88,0.0916,45.7,0.7533225000000001,0.682605,0.8240400000000001,44,7,both,0.446,4.846,Yes,194,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,194,1,1,0,ANO6,36248034,36435192,+,194,0
NW_024425119.1,36420200,36420462,36420251,36420461.1,210.1,8031,10,100,18.07,0.086,51.9,0.85365,0.8760150000000001,0.8312849999999999,42,2,both,0.297,4.526,Yes,197,97.52475248,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,197,1,0.975247525,0,ANO6,36248034,36435192,+,202,0
NW_024423453.1,54640813,54641018,54640813,54641017,204,9013.8,10,100,0.45,0.0022,20,0.7630775000000001,0.679455,0.8467,40,2,both,0.065,1,Yes,205,100,LINE;SINE,L2a;UrsMar-6.1536,L2;tRNA,LINE;SINE,SINE,UrsMar-6.1536,199,3,1,0,ANXA10,54621815,54755086,+,205,0
NW_024423453.1,54748495,54748768,54748529,54748734.9,205.9,7041.1,10,100,22.08,0.1072,67.1,0.86727,0.8202,0.91434,34,2,both,0.847,3.542,Yes,220,98.21428571,SINE,UrsMar-1.15;UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,194,2,0.982142857,0,ANXA10,54621815,54755086,+,224,0
NW_024426885.1,46769986,46770170,46769986,46770143.8,157.8,9999,10,100,10.86,0.0688,26.2,0.55902,0.44331000000000004,0.6747299999999999,35,4,both,0.015,15.75,Yes,146,95.4248366,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,146,1,0.954248366,0,ANXA11,46751748,46792682,-,153,0
NW_024426008.1,2358117,2358370,2358117,2358335.7,218.7,9999,10,100,12.74,0.0582,34.3,0.7670250000000001,0.756,0.77805,40,2,both,0.433,6.667,Yes,201,94.81132075,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.948113208,0,AOPEP,2032551,2381513,-,212,0
NW_024426008.1,2224168,2224265,2224187.8,2224264.8,77,9999,10,100,6.68,0.0867,20,0.6514200000000001,0.6378750000000001,0.664965,44,3,both,0.305,112,Yes,75,100,LINE;Simple_repeat,(CA)n;L1M5,L1,LINE;Simple_repeat,LINE,L1M5,59,2,1,0,AOPEP,2032551,2381513,-,75,0
NW_024426008.1,2090169,2090440,2090169,2090385.4,216.4,9999,10,100,23.15,0.107,54.6,0.8642425,0.8312849999999999,0.8972,33,3,both,0.183,1.064,Yes,204,99.02912621,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,204,1,0.990291262,0,AOPEP,2032551,2381513,-,206,0
NW_024426008.1,2225301,2231912,2225356.1,2231672.2,6316.2,8341.75,10,100,15.54,0.0025,294.8,0.75695,0.7606,0.7533,48,2,both,1.083,1,Yes,403,6.428457489,DNA;LINE;Simple_repeat,(ATCT)n;MER5B;UrsMar-1.201,L1;hAT-Charlie,DNA;LINE;Simple_repeat,LINE,UrsMar-1.201,131,4,0.064284575,0,AOPEP,2032551,2381513,-,6269,0
NW_024424786.1,46796163,46796285,46796180.4,46796267.2,86.8,9999,10,100,9.44,0.1088,35.2,0.7249725,0.7875000000000001,0.6624450000000001,36,7,both,0.057,47,No,0,0,None,None,None,None,None,None,0,0,0,37,AP2A2,46741709,46825936,-,87,0
NW_024424786.1,46804933,46805187,46804933,46805149.2,216.2,9015,10,100,12.6,0.0583,37.8,0.70875,0.735,0.6825000000000001,39,2,both,0.211,4.222,Yes,212,100,LINE;SINE,L1M4;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,200,2,1,0,AP2A2,46741709,46825936,-,212,0
NW_024424897.1,36591186,36591473,36591192.3,36591440.2,247.9,9999,10,100,17.51,0.0706,39.1,0.6772500000000001,0.672,0.6825000000000001,53,2,both,1.204,4.143,Yes,209,91.66666667,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,209,1,0.916666667,0,AP2B1,36492544,36612024,-,228,0
NW_024426663.1,29072091,29072384,29072091,29072332.3,241.3,9999,10,100,28.59,0.1185,57.2,0.7153125,0.748125,0.6825000000000001,40,3,both,0.065,12.455,Yes,199,96.1352657,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,199,1,0.961352657,0,AP3B1,29001358,29249650,+,207,0
NW_024423786.1,56356914,56357192,56356914,56357144.5,230.5,8026.1,10,100,25.18,0.1092,50.4,0.66591,0.6351200000000001,0.6967,31,5,both,1.264,0.812,Yes,197,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,197,1,1,0,AP3D1,56348991,56391201,+,197,0
NW_024426230.1,8118038,8118215,8118061.9,8118197.7,135.8,9999,10,100,7.49,0.0552,41.2,0.899745,0.9682050000000001,0.8312849999999999,32,2,both,0.604,1.367,Yes,84,62.68656716,SINE,UrsMar-1.15,tRNA,SINE,SINE,UrsMar-1.15,84,1,0.626865672,0,AP4S1,8081969,8155264,+,134,0
NW_024426230.1,8085621,8085865,8085641.6,8085861.4,219.8,8028.1,10,100,21.64,0.0985,43.3,0.86163,0.7812,0.94206,45,2,both,0.545,1.34,Yes,201,97.10144928,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.971014493,0,AP4S1,8081969,8155264,+,207,0
NW_024425230.1,6550307,6550555,6550307,6550519.9,212.9,9999,10,100,21.28,0.0999,42.6,0.8253525000000002,0.6825000000000001,0.9682050000000001,36,1,both,0.333,3.138,Yes,199,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,199,1,1,0,APBA2,6360345,6596864,+,199,0
NW_024425230.1,6460746,6460969,6460746,6460954.3,208.3,9005.7,10,100,5.35,0.0257,20,0.594635,0.65457,0.5347,34,7,both,0.744,0.947,Yes,201,89.73214286,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.897321429,0,APBA2,6360345,6596864,+,224,0
NW_024423319.1,3759681,3759932,3759693.6,3759899.5,205.9,9999,10,100,11.58,0.0562,45.1,0.8241875000000001,1,0.648375,52,3,both,0.239,1.923,Yes,195,97.5,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,195,1,0.975,0,APLN,3745013,3755802,-,0,3893
