CHROM,MIN_START,MAX_END,AVG_START,AVG_END,AVG_SIZE,AVG_QUAL,SAMPLES_COUNT,SAMPLES_PERCENT,SIZE_STDEV,RSSD,BREAKPOINT_WINDOW,BREAKPOINT_PRECISION,START_BREAKPOINT_CONFIDENCE,END_BREAKPOINT_CONFIDENCE,SOFT_CLIP_SUPPORT,SAMPLES_WITH_BP_EVIDENCE,EVIDENCE_CLUSTERED,START_DEPTH_RATIO,END_DEPTH_RATIO,REPEAT_OVERLAP,REPEAT_OVERLAP_BP,REPEAT_OVERLAP_PERCENT,REPEAT_TYPES,REPEAT_NAMES,REPEAT_FAMILIES,REPEAT_CLASSES,PRIMARY_REPEAT_TYPE,PRIMARY_REPEAT_NAME,PRIMARY_REPEAT_OVERLAP_BP,NUM_REPEAT_ELEMENTS,REPEAT_DENSITY,DISTANCE_TO_NEAREST_REPEAT,PRIMARY_GENE_NAME,PRIMARY_GENE_START,PRIMARY_GENE_END,PRIMARY_GENE_STRAND,PRIMARY_GENE_OVERLAP_BP,PRIMARY_GENE_DISTANCE
NW_026623030.1,25420635,25420926,25420635.2,25420895.8,260.6,9999,13,100,30.27,0.1162,60.5,0.47113000000000005,0.6089600000000001,0.3333,40,7,both,1.593,1.101,Yes,209,68.97689769,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,209,1,0.689768977,0,ATP6V0A2,25392747,25433268,+,303,0
NW_026623111.1,33796984,33797181,33796984,33797180.9,196.9,9999,13,100,0.27,0.0014,20,0.66665,0.7266,0.6067,36,8,both,1.086,0.874,Yes,197,98.99497487,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,197,1,0.989949749,0,ATP8A1,33770549,33995529,-,199,0
NW_026622830.1,10041796,10042045,10041820.9,10042012.6,191.7,9240.15,13,100,11.15,0.0581,57.3,0.7734000000000001,0.7668,0.78,31,7,both,1.07,1.037,No,0,0,None,None,None,None,None,None,0,0,0,564,ATP9A,9992702,10118578,+,149,0
NW_026622808.1,45112217,45112698,45112299,45112531.6,232.6,9288.64,13,100,44.08,0.1895,248.4,0.345,0.59,0.1,20,1,start,1.179,,Yes,221,94.84978541,DNA;SINE;Simple_repeat,(T)n;AilMel-5.756;PumCon-3.547,TcMar-Tigger;tRNA,DNA;SINE;Simple_repeat,SINE,AilMel-5.756,108,4,0.948497854,0,ATXN7,45052459,45188781,+,233,0
NW_026622874.1,92211455,92211595,92211463.2,92211576,112.8,9999,13,100,5.67,0.0503,27.2,0.6334,0.5893,0.6775,46,6,both,1.061,1.136,No,0,0,None,None,None,None,None,None,0,0,0,36,AUTS2,91186632,92291294,-,111,0
NW_026623050.1,408163,408481,408163.5,408420.4,256.8,9242.08,13,100,38.52,0.15,77,0.60135,0.6262,0.5765,35,6,both,0.865,0.957,Yes,217,100,LINE,AilMel-5.28,L1,LINE,LINE,AilMel-5.28,217,1,1,0,AVEN,278597,443644,+,217,0
NW_026622764.1,67838508,67838758,67838508,67838727.7,219.7,9999,13,100,18.45,0.084,36.9,0.56504,0.58848,0.5416,49,3,both,1.226,0.878,Yes,202,96.6507177,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,202,1,0.966507177,0,B3GLCT,67754981,67875284,-,209,0
NW_026622886.1,48931372,48931578,48931372.5,48931577.4,204.8,9999,13,100,1.96,0.0095,20,0.67415,0.5447,0.8036,44,8,both,0.968,0.989,Yes,202,99.01960784,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,202,1,0.990196078,0,B4GALNT1,48921866,48962338,+,204,0
NW_026622797.1,66640600,66640853,66640600,66640814.6,214.6,9999,13,100,16.23,0.0756,38.4,0.51142,0.585,0.43784,37,5,both,0.9,0.627,Yes,214,100,DNA,PumCon-3.547,TcMar-Tigger,DNA,DNA,PumCon-3.547,214,1,1,0,BACH2,66472652,66821260,+,214,0
NW_026622797.1,66654148,66654419,66654164.4,66654364.5,200.2,9999,13,100,20.33,0.1016,70.8,0.57175,0.5625,0.581,37,2,both,1.176,1.038,Yes,184,96.84210526,SINE,AilMel-5.25,tRNA,SINE,SINE,AilMel-5.25,184,1,0.968421053,0,BACH2,66472652,66821260,+,190,0
NW_026623111.1,80545297,80545508,80545297,80545507.9,210.9,9999,13,100,0.27,0.0013,20,0.77845,0.5881,0.9688,37,5,both,0.992,0.939,No,0,0,None,None,None,None,None,None,0,0,0,157,BANK1,80425513,80703713,+,211,0
NW_026622874.1,94940157,94940452,94940165.3,94940371.5,206.2,9240.77,13,100,23.16,0.1123,88.8,0.6738999999999999,0.5769,0.7709,42,5,both,0.854,0.805,Yes,190,100,DNA;SINE,AilMel-5.756;PumCon-3.547,TcMar-Tigger;tRNA,DNA;SINE,SINE,AilMel-5.756,189,2,1,0,BAZ1B,94910123,94974020,+,190,0
NW_026622763.1,40844958,40846020,40845084.5,40845836.4,751.9,6524.15,13,100,26.91,0.0358,310.1,0.6859999999999999,0.7,0.672,30,6,both,1.041,1.306,Yes,474,61.003861,LINE;SINE,AilMel-1.18;L1M4_orf2;MirAng-1.4,L1;tRNA,LINE;SINE,SINE,MirAng-1.4,208,4,0.61003861,0,BAZ2B,40469851,40867965,-,777,0
NW_026622985.1,59896958,59897257,59896958,59897173,215,9999,13,100,24.25,0.1128,84,0.6995,0.5833,0.8157,61,8,both,1.022,1.044,Yes,202,96.19047619,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,202,1,0.961904762,0,BBS9,59894307,60310837,+,210,0
NW_026622985.1,60129677,60130816,60129839.5,60130678,838.5,5052.35,13,100,34.87,0.0416,300.5,0.62138,0.58,0.66276,26,6,both,1.17,1.245,Yes,393,46.8973747,DNA;LINE,Charlie8;L2b_3end,L2;hAT-Charlie,DNA;LINE,DNA,Charlie8,346,2,0.468973747,0,BBS9,59894307,60310837,+,838,0
NW_026622919.1,33840018,33840263,33840018.2,33840262.9,244.7,9999,13,100,0.61,0.0025,20,0.2439,0.3878,0.1,16,6,start,1.075,,Yes,228,100,SINE;Simple_repeat,(TTTA)n;AilMel-5.756,tRNA,SINE;Simple_repeat,SINE,AilMel-5.756,168,3,1,0,BCAS3,33445899,34024451,-,228,0
NW_026622919.1,33840794,33840978,33840850.3,33840975.8,125.5,9999,13,100,9.98,0.0796,58.5,0.55025,0.5692,0.5313,31,7,both,1.09,0.939,Yes,96,100,LINE;Simple_repeat,A-rich;AilMel-5.28,L1,LINE;Simple_repeat,LINE,AilMel-5.28,95,2,1,0,BCAS3,33445899,34024451,-,96,0
NW_026622919.1,33620091,33620565,33620234.6,33620441.9,207.4,9288.21,13,100,29.46,0.1421,266.6,0.689275,0.63525,0.7433,35,6,both,0.605,0.889,Yes,321,92.77456647,SINE,AilFul-1.20;AilMel-5.25,tRNA,SINE,SINE,AilMel-5.25,196,2,0.927745665,0,BCAS3,33445899,34024451,-,346,0
NW_026622874.1,94889528,94889716,94889528,94889710.4,182.4,9999,13,100,1.64,0.009,20,0.71845,0.665,0.7719,31,6,both,1.036,1.031,Yes,182,100,LINE,L1ME3B_3end,L1,LINE,LINE,L1ME3B_3end,182,1,1,0,BCL7B,94884787,94902778,+,182,0
NW_026623030.1,1905427,1905723,1905427,1905641.1,214.1,9999,13,100,27.14,0.1268,81.9,0.5302,0.5913,0.4691,40,4,both,1.043,0.916,Yes,144,94.73684211,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,144,1,0.947368421,0,BCR,1842090,1962535,+,152,0
NC_079873.1,79574229,79574423,79574229,79574397.8,168.8,9999,13,100,13.46,0.0797,26.9,0.8571,0.8438,0.8704,43,5,both,0.983,0.96,Yes,147,92.45283019,DNA,Looper,PiggyBac,DNA,DNA,Looper,147,1,0.924528302,0,BEX4,79579260,79580831,+,0,4872
NW_026623019.1,666611,666680,666611,666679.5,68.5,9999,13,100,1.15,0.0168,20,0.6111,0.6875,0.5347,34,6,both,1.174,0.911,No,0,0,None,None,None,None,None,None,0,0,0,449,BICD2,640073,692064,-,69,0
NW_026622830.1,5731511,5731711,5731517.5,5731709.6,192.2,9999,13,100,1.79,0.0093,20,0.41215,0.4148,0.40950000000000003,30,6,both,1.087,1.238,Yes,183,100,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,183,1,1,0,BMP7,5718400,5803412,+,183,0
NW_026622985.1,60726017,60726298,60726017.1,60726270.2,253.1,9999,13,100,18.73,0.074,37.5,0.5542,0.5858,0.5226,32,5,both,1.074,1.111,Yes,192,100,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,192,1,1,0,BMPER,60596477,60837536,+,192,0
NW_026622985.1,60640450,60643589,60640598.5,60643428.8,2830.3,5451.71,13,100,30.54,0.0108,308.7,0.7188,0.6964,0.7412,45,6,both,1.024,0.9,Yes,981,32.94157152,DNA;LINE;SINE;Simple_repeat,(AT)n;L1MB4_3end;L1MD2_3end;MER5B;MER63B;MIRb,L1;MIR;hAT-Charlie;hAT-Tip100,DNA;LINE;SINE;Simple_repeat,LINE,L1MB4_3end,364,6,0.329415715,0,BMPER,60596477,60837536,+,2978,0
NW_026622763.1,77375021,77375320,77375049,77375298.2,249.2,9999,13,100,15.62,0.0627,49.8,0.7914375,0.9144450000000001,0.6684300000000001,34,6,both,0.694,1.322,Yes,286,108.3333333,DNA;SINE;Simple_repeat,(TTTA)n;AilMel-5.756;PumCon-3.547,TcMar-Tigger;tRNA,DNA;SINE;Simple_repeat,SINE,AilMel-5.756,202,4,1.083333333,0,BMPR2,77369616,77555499,+,264,0
NW_026622763.1,77533731,77534011,77533753.2,77533958.9,205.8,9999,13,100,15.9,0.0773,74.2,0.66835,0.6145,0.7222,42,4,both,1.14,0.942,Yes,202,94.83568075,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,202,1,0.948356808,0,BMPR2,77369616,77555499,+,213,0
NW_026622763.1,77471186,77471487,77471186,77471439.2,253.2,9999,13,100,21.11,0.0834,47.8,0.499,0.45599999999999996,0.542,42,4,both,1.569,1,Yes,196,89.09090909,SINE,AilMel-5.25,tRNA,SINE,SINE,AilMel-5.25,196,1,0.890909091,0,BMPR2,77369616,77555499,+,220,0
NW_026622963.1,35416572,35416870,35416572,35416789.8,217.8,9999,13,100,28.12,0.1291,80.2,0.55862,0.46104000000000006,0.6562,33,4,both,1.28,0.989,Yes,408,198.0582524,DNA;SINE,AilMel-5.756;PumCon-3.547,TcMar-Tigger;tRNA,DNA;SINE,DNA,PumCon-3.547,205,2,1.980582524,0,BNC1,35417269,35444127,-,0,492
NW_026622830.1,24927118,24928185,24927177.5,24928133.9,956.5,8477.77,13,100,41.45,0.0433,110.5,0.5654,0.5722,0.5586,48,4,both,1.023,0.959,No,0,0,None,None,None,None,None,None,0,0,0,193,BPIFB6,24914502,24926285,-,0,970
NW_026622852.1,45903627,45903835,45903659.1,45903769.4,110.3,9999,13,100,19.84,0.1798,97.7,0.5019,0.5524,0.4514,33,10,both,1.027,1.151,No,0,0,None,None,None,None,None,None,0,0,0,312,BRINP1,45901727,45931419,-,173,0
NW_026622874.1,48068257,48068511,48068257,48068510.8,253.8,9999,13,100,0.42,0.0017,20,0.4755,0.1,0.851,24,4,end,,1.058,Yes,254,100,DNA;SINE,HyaHya-1.171;ZalCal-1.3,TcMar-Tigger;tRNA,DNA;SINE,SINE,ZalCal-1.3,150,2,1,0,BRINP3,47863025,48239734,+,254,0
NW_026622874.1,48191019,48191219,48191019,48191218.8,199.8,9999,13,100,0.36,0.0018,20,0.745,0.74,0.75,36,3,both,0.939,1.096,Yes,211,100,DNA;SINE,AilMel-5.756;PumCon-3.547,TcMar-Tigger;tRNA,DNA;SINE,SINE,AilMel-5.756,202,2,1,0,BRINP3,47863025,48239734,+,211,0
NW_026622874.1,48020012,48021128,48020127.9,48020928,800.1,6856,13,100,22.52,0.0281,315.9,0.5550875000000001,0.6168750000000001,0.4933,31,4,both,0.786,1.108,Yes,731,99.45578231,LINE;SINE,AilMel-5.1023;MIRb,L1;MIR,LINE;SINE,LINE,AilMel-5.1023,647,2,0.994557823,0,BRINP3,47863025,48239734,+,735,0
NW_026622919.1,33121536,33121813,33121560,33121812.8,252.8,9999,13,100,6.98,0.0276,24.2,0.6444700000000001,0.58064,0.7083,34,8,both,1.898,1.022,Yes,238,92.60700389,LINE,AilMel-5.28,L1,LINE,LINE,AilMel-5.28,238,1,0.926070039,0,BRIP1,33015687,33191334,+,257,0
NW_026622786.1,30085137,30085376,30085137,30085359.8,222.8,9999,13,100,5.07,0.0228,20,0.7356500000000001,0.6400000000000001,0.8313,39,4,both,1.327,0.906,Yes,428,185.2813853,DNA;SINE,AilMel-5.756;MirAng-6.1356;UCON34,hAT-Charlie;tRNA,DNA;SINE,SINE,MirAng-6.1356,220,3,1.852813853,0,BTBD8,30055324,30149136,-,231,0
NW_026623100.1,33617396,33617666,33617407.2,33617635.2,228,9999,13,100,9.3,0.0408,42,0.63415,0.56,0.7083,33,3,both,0.962,0.931,Yes,207,100,DNA;SINE,AilMel-5.756;PumCon-3.547,TcMar-Tigger;tRNA,DNA;SINE,SINE,AilMel-5.756,202,3,1,0,C1D,33620550,33640507,-,0,2916
NW_026622763.1,76656147,76656272,76656165.4,76656271.9,106.5,9999,13,100,6.9,0.0648,20,0.53335,0.3467,0.72,35,6,both,1,0.901,Yes,105,100,LINE,LepWed-5.2705,L1,LINE,LINE,LepWed-5.2705,105,1,1,0,C2CD6,76594462,76737407,-,105,0
NW_026622874.1,24728636,24728699,24728636.1,24728690.5,54.5,9999,13,100,3.65,0.067,20,0.5258499999999999,0.3984,0.6533,31,5,both,0.956,0.991,No,0,0,None,None,None,None,None,None,0,0,0,186,CACNA1E,24723253,25033988,-,53,0
NW_026622808.1,33528035,33528244,33528048.1,33528243.8,195.8,9999,13,100,3.56,0.0182,20,0.44434,0.4662,0.42248,31,4,both,1.125,0.533,Yes,197,91.62790698,SINE,AilMel-5.25,tRNA,SINE,SINE,AilMel-5.25,197,1,0.91627907,0,CACNA2D2,33501309,33643007,-,215,0
NW_026622808.1,33601645,33601893,33601645,33601860.1,215.1,9999,13,100,18.38,0.0855,36.8,0.6271100000000001,0.54832,0.7059,41,3,both,1.34,0.822,Yes,211,100,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,211,1,1,0,CACNA2D2,33501309,33643007,-,211,0
NW_026622986.1,20267392,20268118,20267496.2,20267908.3,412.1,7231.89,13,100,28.72,0.0697,313.9,0.65065,0.625,0.6763,23,8,both,1.014,0.945,Yes,266,73.48066298,LINE,PanPar-5.1061,L1,LINE,LINE,PanPar-5.1061,266,1,0.73480663,0,CACNB2,20193184,20560777,-,362,0
NW_026622763.1,34529560,34531094,34529716.4,34530947.5,1231.1,5645.88,13,100,34.52,0.028,302.9,0.615,0.52,0.71,30,5,both,0.992,1.055,No,0,0,None,None,None,None,None,None,0,0,0,632,CACNB4,34359667,34598302,-,1274,0
NW_026623056.1,58301443,58301544,58301443,58301522.8,79.8,9999,13,100,6.11,0.0766,21.2,0.64635,0.6045,0.6882,39,5,both,0.808,0.927,Yes,72,92.30769231,DNA,MER45C,hAT-Tip100,DNA,DNA,MER45C,44,2,0.923076923,0,CADM2,58305406,59332518,-,0,3885
NW_026622985.1,74819194,74819459,74819194,74819418.1,224.1,9999,13,100,15.29,0.0682,40.9,0.52996,0.48216000000000003,0.5777599999999999,34,6,both,1.229,0.75,Yes,303,140.9302326,SINE,AilMel-5.756;PanPar-1.30,tRNA,SINE,SINE,AilMel-5.756,199,2,1.409302326,0,CADPS2,74633668,75147329,-,215,0
NW_026622763.1,64494395,64497220,64494453.3,64496965.4,2512.1,7354.73,13,100,17.79,0.0071,312.9,0.6908,0.7524,0.6292,45,6,both,1.081,1.085,Yes,1984,80.0968914,LINE,AilMel-3.126;L1MD_orf2,L1,LINE,LINE,AilMel-3.126,1901,2,0.800968914,0,CALCRL,64498592,64593547,-,0,1662
NW_026622874.1,90495000,90495136,90495000,90495133.8,133.8,9999,13,100,2.29,0.0171,20,0.6930499999999999,0.5383,0.8478,38,6,both,1.082,1.024,No,0,0,None,None,None,None,None,None,0,0,0,475,CALN1,90116782,90521239,+,121,0
NW_026622775.1,8702394,8702514,8702394,8702494.7,100.7,9999,13,100,6.89,0.0684,20,0.5626500000000001,0.5278,0.5975,35,8,both,0.981,0.874,No,0,0,None,None,None,None,None,None,0,0,0,260,CAMK2D,8575943,8889007,-,84,0
NW_026623100.1,13776406,13777357,13776532.5,13777188.1,655.6,6209.29,13,100,34.35,0.0524,295.4,0.41664999999999996,0.5333,0.3,30,6,both,0.89,,Yes,594,93.39622642,LINE;Simple_repeat,(T)n;AilMel-5.28;L2a_3end,L1;L2,LINE;Simple_repeat,LINE,AilMel-5.28,342,4,0.933962264,0,CAMKMT,13533271,13916060,+,636,0
NW_026622874.1,37464315,37464469,37464341.1,37464433.5,92.5,8484.69,13,100,14.19,0.1535,61.5,0.48336999999999997,0.42504000000000003,0.5417,33,6,both,0.783,1.012,Yes,107,100,Simple_repeat,(TA)n,None,Simple_repeat,Simple_repeat,(TA)n,107,1,1,0,CAMSAP2,37387692,37499303,+,107,0
NW_026623008.1,4601026,4601254,4601038,4601253.9,215.9,9999,13,100,3.5,0.0162,20,0.81765,0.8436,0.7917,39,6,both,1.132,1.139,Yes,215,100,SINE;Simple_repeat,(TTTA)n;AilMel-5.756,tRNA,SINE;Simple_repeat,SINE,AilMel-5.756,188,2,1,0,CAMTA1,4484630,4596281,+,0,4758
NW_026622985.1,70359893,70360144,70359895.8,70360114.5,218.7,9999,13,100,8.5,0.0389,32.3,0.5839000000000001,0.7778,0.39,38,6,both,1.112,0.962,Yes,217,100,SINE;Simple_repeat,(A)n;AilMel-5.25,tRNA,SINE;Simple_repeat,SINE,AilMel-5.25,197,2,1,0,CAPZA2,70329917,70385783,+,217,0
NW_026622874.1,102117475,102117731,102117475,102117684.8,209.8,9999,13,100,23.32,0.1112,46.6,0.60914,0.62248,0.5958,32,7,both,2.244,1.11,Yes,195,98.98477157,SINE,AilMel-5.25,tRNA,SINE,SINE,AilMel-5.25,195,1,0.989847716,0,CARD11,102121418,102230691,+,0,3748
NC_079873.1,35192792,35193025,35192792,35192988.5,196.5,9999,13,100,13.12,0.0668,36.5,0.7557,0.5670000000000001,0.9444,47,9,both,0.79,0.956,Yes,214,108.6294416,LINE,AilMel-5.28;L1M4b_5end,L1,LINE,LINE,AilMel-5.28,197,3,1.086294416,0,CASK,34959315,35303765,-,197,0
NC_079873.1,34982180,34982443,34982180,34982386.5,206.5,9999,13,100,20.54,0.0995,56.5,0.75708,0.58086,0.9333,32,5,both,0.794,0.966,Yes,198,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,198,1,1,0,CASK,34959315,35303765,-,198,0
NW_026623056.1,44973494,44973769,44973494,44973709.8,215.8,9999,13,100,19.44,0.0901,59.2,0.724,0.5905,0.8575,37,5,both,0.95,0.832,Yes,204,100,DNA;SINE,AilMel-5.756;PumCon-3.547,TcMar-Tigger;tRNA,DNA;SINE,SINE,AilMel-5.756,202,2,1,0,CBLB,44960702,45179261,+,204,0
NW_026622841.1,8597895,8598151,8597895,8598109.7,214.7,9999,13,100,16.61,0.0774,41.3,0.6713,0.7647,0.5779,43,7,both,1.018,0.966,Yes,207,98.1042654,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,207,1,0.981042654,0,CCDC102B,8542033,8771266,-,211,0
NW_026622841.1,8600168,8600421,8600168,8600381.1,213.1,9999,13,100,17.22,0.0808,39.9,0.38539999999999996,0.43648,0.33432,43,5,both,1.214,0.741,Yes,228,99.56331878,LINE;SINE,AilMel-5.756;L1ME4b_3end,L1;tRNA,LINE;SINE,SINE,AilMel-5.756,209,2,0.995633188,0,CCDC102B,8542033,8771266,-,229,0
NW_026622841.1,8604762,8605324,8604895.4,8605149.1,253.7,5928.27,13,100,34.68,0.1367,308.3,0.54516,0.39272,0.6976,49,4,both,1.247,1.161,Yes,233,105.9090909,DNA;SINE,AilMel-5.756;PumCon-3.547,TcMar-Tigger;tRNA,DNA;SINE,SINE,AilMel-5.756,202,4,1.059090909,0,CCDC102B,8542033,8771266,-,220,0
NW_026622985.1,79644964,79645222,79644964,79645172.9,208.9,9999,13,100,20.27,0.097,49.1,0.5747,0.5794,0.57,40,6,both,1.043,0.867,Yes,197,100,SINE,AilMel-5.25;MIR,MIR;tRNA,SINE,SINE,AilMel-5.25,193,2,1,0,CCDC136,79621640,79647746,+,197,0
NW_026623111.1,58718111,58718364,58718111,58718321.7,210.7,9999,13,100,18.04,0.0856,42.3,0.565,0.56,0.57,30,6,both,0.877,0.83,Yes,198,100,DNA;SINE,AilMel-5.756;PumCon-3.547,TcMar-Tigger;tRNA,DNA;SINE,SINE,AilMel-5.756,190,2,1,0,CCDC158,58697730,58784108,-,198,0
NW_026622786.1,29250491,29250638,29250499.9,29250610.6,110.7,9999,13,100,20.01,0.1808,40,0.44735,0.4947,0.4,31,8,both,0.965,1.088,Yes,50,50,SINE,LycPic-1.11,tRNA,SINE,SINE,LycPic-1.11,50,1,0.5,0,CCDC18,29150116,29258208,-,100,0
NW_026623056.1,38182944,38183146,38182944,38183145.7,201.7,9999,13,100,0.61,0.003,20,0.63405,0.4217,0.8464,37,7,both,1.091,1.01,Yes,202,95.73459716,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,202,1,0.957345972,0,CCDC191,38147845,38230192,+,211,0
NW_026622863.1,48478236,48478511,48478281.8,48478509,227.2,9999,13,100,23.35,0.1028,47.8,0.51695,0.5439,0.49,35,8,both,1.057,0.974,Yes,202,94.83568075,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,202,1,0.948356808,0,CCDC61,48438591,48481086,+,213,0
NW_026622986.1,6748949,6749188,6748949,6749148.2,199.2,9999,13,100,11.51,0.0578,39.8,0.39144999999999996,0.44,0.3429,36,4,both,0.935,0.903,Yes,205,100,LINE;SINE,AilMel-5.25;EnhLut-6.1531,L1;tRNA,LINE;SINE,SINE,AilMel-5.25,196,3,1,0,CCDC7,6530670,6776653,-,205,0
NW_026622897.1,43527753,43527874,43527787.6,43527854.8,67.2,9999,13,100,12.53,0.1866,53.8,0.5452999999999999,0.5156,0.575,31,10,both,1.061,0.965,No,0,0,None,None,None,None,None,None,0,0,0,53,CCDC83,43523624,43575297,-,70,0
NW_026623067.1,55992937,55993221,55992937.9,55993189.8,251.8,9999,13,100,23.96,0.0952,47.9,0.6027499999999999,0.6597,0.5458,36,4,both,1.188,0.974,Yes,205,99.51456311,SINE,AilMel-5.756;MirAng-6.1356,tRNA,SINE,SINE,AilMel-5.756,198,2,0.995145631,0,CCNB1,55998076,56008353,+,0,4933
NW_026622986.1,4106139,4106385,4106139,4106338.1,199.1,9999,13,100,19.17,0.0963,46.9,0.4895,0.38,0.599,44,4,both,1.093,0.881,Yes,193,98.97435897,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,193,1,0.98974359,0,CCNY,4029020,4250417,-,195,0
NW_026623111.1,71423221,71423465,71423221,71423429.8,208.8,9999,13,100,10.15,0.0486,35.2,0.63815,0.6672,0.6091,41,6,both,0.945,1.033,Yes,210,100,LINE;SINE,L1MC5a_3end;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,200,3,1,0,CCSER1,70705037,71997635,+,210,0
NW_026622874.1,89009903,89010136,89009903,89010110,207,9999,13,100,7.51,0.0363,26,0.45730000000000004,0.4117,0.5029,32,6,both,1.043,1.079,Yes,215,90.71729958,SINE;Simple_repeat,(TGTT)n;AilMel-5.756,tRNA,SINE;Simple_repeat,SINE,AilMel-5.756,192,2,0.907172996,0,CCT6A,89006987,89017572,+,237,0
NW_026622974.1,27773984,27774102,27773984,27774061.9,77.9,9999,13,100,11.72,0.1504,40.1,0.5882499999999999,0.3405,0.836,46,6,both,0.988,0.875,No,0,0,None,None,None,None,None,None,0,0,0,105,CD109,27739767,27868937,+,60,0
NW_026623019.1,27888330,27888479,27888358.8,27888476.2,117.3,9999,13,100,17.14,0.1461,34.3,0.43775,0.3693,0.5062,38,7,both,1.094,1.009,Yes,97,100,Simple_repeat,GA-rich,None,Simple_repeat,Simple_repeat,GA-rich,97,1,1,0,CDC14B,27830062,27926864,-,97,0
NW_026622819.1,16973770,16974650,16973918.1,16974497.7,579.6,5450.08,13,100,32.37,0.0558,300.4,0.38,0,0.76,15,7,end,,0.991,Yes,155,26.77029361,LINE;Simple_repeat,(TGAA)n;L2b_3end,L2,LINE;Simple_repeat,LINE,L2b_3end,100,2,0.267702936,0,CDH12,16894661,17153451,-,579,0
NW_026622863.1,34680395,34680634,34680395,34680595.6,200.6,9999,13,100,13.66,0.0681,38.4,0.67475,0.75,0.5995,36,10,both,1.087,0.8,Yes,203,100,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,203,1,1,0,CDH13,34624268,35608776,+,203,0
NW_026622863.1,23489209,23490468,23489364.9,23490325.4,960.5,5237.32,13,100,35.57,0.037,298.5,0.59665,0.56,0.6333,30,5,both,0.917,1.114,Yes,735,86.06557377,LINE;SINE;Simple_repeat,(CTTT)n;AilMel-1.18;L2a_3end;LycPic-1.11;MIR;ZalCal-1.3,L2;MIR;tRNA,LINE;SINE;Simple_repeat,SINE,LycPic-1.11,198,7,0.860655738,0,CDH3,23495082,23538490,+,0,4916
NW_026622830.1,1920626,1923009,1920649.2,1923009,2359.8,9999,13,100,12.53,0.0053,25.1,0.5957,0.5039,0.6875,44,7,both,1.013,1.099,Yes,79,3.36743393,DNA,MER58A,hAT-Charlie,DNA,DNA,MER58A,79,1,0.033674339,0,CDH4,1886952,2421277,-,2346,0
NW_026622841.1,10926102,10926260,10926121.9,10926237.5,115.5,9999,13,100,8.5,0.0736,42.5,0.7230000000000001,0.671,0.775,24,7,both,0.865,0.862,No,0,0,None,None,None,None,None,None,0,0,0,22,CDH7,10902159,11007549,-,87,0
NW_026622863.1,17963323,17963566,17963323,17963519.3,196.3,9999,13,100,14.31,0.0729,46.7,0.60075,0.4841,0.7174,46,9,both,0.967,0.962,Yes,191,100,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,191,1,1,0,CDH8,17764304,18119697,-,191,0
NW_026623050.1,3491824,3492514,3491972.5,3492358,385.5,5445.5,13,100,33.42,0.0867,304.5,0.59875,0.61,0.5875,41,5,both,0.856,1.061,No,0,0,None,None,None,None,None,None,0,0,0,143,CDIN1,3326042,3532597,+,413,0
NW_026622985.1,31778808,31778899,31778808,31778898.8,90.8,9999,13,100,0.36,0.004,20,0.544,0.5047,0.5833,40,8,both,1.129,1.064,Yes,111,100,LINE,L2d_3end,L2,LINE,LINE,L2d_3end,111,1,1,0,CDK14,31771326,32472810,+,111,0
NW_026622985.1,31868164,31868957,31868315,31868799.2,484.3,6210.38,13,100,46.99,0.097,308.7,0.72915,0.7,0.7583,34,5,both,0.899,0.891,Yes,352,67.3040153,LINE,L2a_3end,L2,LINE,LINE,L2a_3end,352,1,0.673040153,0,CDK14,31771326,32472810,+,523,0
NW_026622852.1,47005616,47005845,47005619.5,47005814.8,195.3,9999,13,100,10.31,0.0528,33.7,0.39566,0.33912000000000003,0.4522,42,4,both,1.375,1.11,Yes,201,101.0050251,SINE,AilMel-5.756;OdoRos-1.6,tRNA,SINE,SINE,AilMel-5.756,197,2,1.010050251,0,CDK5RAP2,46903279,47064942,-,199,0
