SCAFFOLD,START,END
NW_024426774.1,1412985,1413186
NW_024427107.1,51239208,51239409
NW_024424675.1,10226756,10227381
NW_024423675.1,44489465,44489666
NW_024423343.1,21530786,21530985
NW_024425230.1,35021491,35021979
NW_024426774.1,27586722,27586925
NW_024426552.1,14682642,14682896
NW_024423675.1,20319937,20320144
NW_024423675.1,25324171,25324371
NW_024423453.1,51350077,51350280
NW_024423786.1,47745147,47745354
NW_024426552.1,33431778,33431970
NW_024426663.1,8915075,8915293
NW_024423319.1,42127790,42128008
NW_024424230.1,13357127,13357359
NW_024426885.1,46588883,46589079
NW_024426663.1,48275273,48275460
NW_024426552.1,36088690,36088896
NW_024426663.1,43180263,43180493
NW_024423564.1,2581669,2581874
NW_024423344.1,22723953,22724154
NW_024426774.1,2190564,2190929
NW_024423675.1,17755851,17756051
NW_024423786.1,36406643,36406844
NW_024425563.1,69356128,69356183
NW_024424452.1,61846100,61846294
NW_024425563.1,56298090,56298290
NW_024425564.1,10813170,10813386
NW_024426663.1,71383694,71385105
NW_024424452.1,831484,831986
NW_024426119.1,23833590,23833789
NW_024426774.1,38430521,38430737
NW_024423786.1,41281808,41282004
NW_024426552.1,84260704,84260916
NW_024426663.1,52972399,52972564
NW_024425230.1,20403843,20404052
NW_024425563.1,50681720,50682248
NW_024426230.1,318871,319099
NW_024423343.1,17335112,17335303
NW_024423564.1,27629282,27629501
NW_024423343.1,60808579,60808911
NW_024426774.1,29134062,29134265
NW_024426552.1,20583317,20583508
NW_024426552.1,38486209,38486411
NW_024423564.1,71542360,71542565
NW_024423344.1,54611307,54611512
NW_024424008.1,62604759,62604992
NW_024424452.1,5276642,5276843
NW_024423343.1,63217613,63217852
NW_024424119.1,7019045,7019256
NW_024424675.1,25409878,25410094
NW_024426552.1,42071819,42072037
NW_024423343.1,66432721,66432923
NW_024424675.1,30731904,30732103
NW_024426663.1,73121010,73121263
NW_024423453.1,12885028,12885247
NW_024425008.1,25902299,25902499
NW_024425008.1,28904368,28904556
NW_024425563.1,93860664,93860865
NW_024423319.1,46090458,46090657
NW_024424119.1,23798437,23798639
NW_024424230.1,51077669,51077893
NW_024426552.1,28610346,28610538
NW_024423564.1,61225043,61225261
NW_024423786.1,37570795,37570992
NW_024424230.1,356845,357094
NW_024424564.1,47440255,47440463
NW_024424341.1,54033598,54033826
NW_024423675.1,7156218,7156425
NW_024424675.1,19017877,19018008
NW_024425564.1,3100302,3100498
NW_024426996.1,29120777,29120972
NW_024426996.1,74817757,74817976
NW_024425563.1,74844958,74845151
NW_024426996.1,67313649,67313860
NW_024423564.1,38309742,38309961
NW_024423564.1,63896435,63897061
NW_024423343.1,37249493,37249688
NW_024423343.1,72936335,72936553
NW_024424453.1,1196724,1196929
NW_024426774.1,22330485,22330691
NW_024427107.1,47300943,47301869
NW_024426885.1,27765779,27765982
NW_024424341.1,44083945,44084159
NW_024423343.1,104543530,104543723
NW_024423786.1,39885899,39886100
NW_024424453.1,30586163,30586391
NW_024426552.1,34746861,34747065
NW_024424452.1,69736087,69736287
NW_024423786.1,14867775,14867966
NW_024424786.1,14643814,14644011
NW_024426996.1,47482561,47482777
NW_024423453.1,64548306,64548505
NW_024424897.1,40936261,40936474
NW_024425564.1,23096516,23096739
NW_024424453.1,467103,467393
NW_024423453.1,5867916,5868135
NW_024424786.1,7237219,7237419
NW_024423564.1,14618704,14618941
NW_024423564.1,24021429,24021625
NW_024425008.1,20135605,20135817
NW_024425563.1,77947194,77947422
NW_024427107.1,7494285,7494491
NW_024423786.1,23587664,23587867
NW_024423344.1,75348497,75348695
NW_024426663.1,63219176,63219376
NW_024424119.1,19891081,19891271
NW_024424564.1,3884688,3884889
NW_024425563.1,78591691,78591898
NW_024426008.1,2979389,2979581
NW_024426885.1,66334099,66334300
NW_024426663.1,19980750,19980962
NW_024424452.1,11886093,11886315
NW_024425341.1,6070311,6070499
NW_024424230.1,27089215,27089414
NW_024424564.1,37851528,37851737
NW_024424230.1,7220724,7220920
NW_024426996.1,41087456,41087665
NW_024423344.1,65976670,65976866
NW_024426119.1,15516224,15516419
NW_024423897.1,53111367,53111564
NW_024424453.1,8671520,8671710
NW_024423319.1,44769273,44769455
NW_024424008.1,38410206,38410415
NW_024425119.1,12026133,12026342
NW_024426008.1,19266902,19267248
NW_024426663.1,83915983,83916199
NW_024423564.1,67497519,67497746
NW_024423344.1,38209958,38210162
NW_024423319.1,112655081,112655363
NW_024425341.1,18006178,18007453
NW_024425563.1,86616558,86616764
NW_024426996.1,23350088,23350292
NW_024427107.1,5342202,5342399
NW_024426885.1,54085987,54086203
NW_024426774.1,66392009,66392214
NW_024423564.1,10724954,10725157
NW_024423319.1,88232894,88233093
NW_024425008.1,12000202,12000404
NW_024424564.1,18300081,18300301
NW_024425563.1,55534449,55534653
NW_024425564.1,33358726,33358939
NW_024426885.1,69183475,69183676
NW_024426663.1,22964020,22964253
NW_024424453.1,29862905,29863105
NW_024424452.1,12913307,12913519
NW_024423675.1,8384531,8384783
NW_024425341.1,1912163,1912364
NW_024425897.1,5656521,5656722
NW_024427107.1,25332823,25333022
NW_024427107.1,74704301,74704505
NW_024424452.1,7939440,7939636
NW_024424675.1,19089968,19090166
NW_024423786.1,39661352,39661560
NW_024423897.1,61238387,61238582
NW_024424452.1,72823192,72823287
NW_024424897.1,23380739,23380976
NW_024426885.1,65302201,65302410
NW_024423319.1,45804650,45804833
NW_024424453.1,7981332,7981527
NW_024425786.1,7122940,7123151
NW_024425563.1,56383613,56383810
NW_024425563.1,99660251,99660460
NW_024425897.1,10694193,10694399
NW_024425564.1,28556732,28556938
NW_024423564.1,68383680,68383898
NW_024424897.1,35753478,35753684
NW_024425786.1,30011082,30011282
NW_024426663.1,8938284,8938490
NW_024424008.1,21896490,21896714
NW_024424786.1,1378369,1378572
NW_024425452.1,10207899,10208114
NW_024426552.1,54636064,54636265
NW_024427107.1,51895508,51895700
NW_024425230.1,9038648,9038849
NW_024425230.1,31184437,31184537
NW_024423343.1,8990476,8990677
NW_024426885.1,30928929,30929132
NW_024426996.1,56783501,56783605
NW_024423344.1,66177516,66177715
NW_024424786.1,15212665,15212869
NW_024426663.1,1238644,1238848
NW_024423564.1,70557539,70557737
NW_024423319.1,47341012,47341215
NW_024424341.1,42390054,42390256
NW_024424452.1,70200587,70200808
NW_024425341.1,15882293,15882496
NW_024426774.1,56218963,56219204
NW_024426885.1,4124415,4124625
NW_024423564.1,65221325,65221522
NW_024426885.1,64829284,64829477
NW_024426774.1,42088014,42088220
NW_024423786.1,31537258,31537478
NW_024425563.1,32438527,32438719
NW_024426663.1,60254513,60254731
NW_024424564.1,50793058,50793862
NW_024425119.1,11260444,11260663
NW_024426996.1,27928408,27928609
NW_024423319.1,83698348,83698542
NW_024423897.1,33709830,33709945
NW_024424453.1,20679947,20680158
NW_024424786.1,27631935,27632141
NW_024423786.1,12849087,12849295
NW_024425341.1,12201991,12202227
NW_024423319.1,113588049,113588254
NW_024423453.1,58392705,58392929
NW_024423343.1,102071858,102072405
NW_024424341.1,23549803,23550007
NW_024425675.1,13328323,13328525
NW_024425563.1,50715532,50715744
NW_024425563.1,66146921,66147123
NW_024426885.1,70687469,70687673
NW_024423319.1,10563955,10564165
NW_024424452.1,37727074,37727291
NW_024425563.1,69480760,69480986
NW_024425897.1,13819606,13819811
NW_024426552.1,1822208,1822412
NW_024426663.1,24992622,24992754
NW_024423564.1,46482444,46482647
NW_024425564.1,30869941,30870152
NW_024426996.1,29593574,29593770
NW_024424897.1,20761004,20761542
NW_024425563.1,42115996,42116206
NW_024424897.1,31872586,31872803
NW_024425564.1,4189927,4190125
NW_024424119.1,21488101,21488308
NW_024423319.1,108067683,108067885
NW_024424564.1,33028861,33029083
NW_024424897.1,34641490,34641692
NW_024423343.1,50071843,50072048
NW_024423897.1,20329661,20329862
NW_024425563.1,64715988,64716196
NW_024426119.1,9306325,9306537
NW_024426996.1,38820220,38820512
NW_024424452.1,26309689,26309899
NW_024424675.1,19141413,19141619
NW_024426663.1,18215940,18216146
NW_024423564.1,25467474,25467688
NW_024424452.1,55351986,55352200
NW_024424452.1,58049990,58050203
NW_024424119.1,35823018,35823154
NW_024425008.1,4804247,4804454
NW_024423675.1,15428533,15428736
NW_024423319.1,75673488,75673608
NW_024424341.1,20789916,20790113
NW_024425119.1,20478972,20479187
NW_024426663.1,71303844,71304270
NW_024423786.1,39186251,39186449
NW_024424564.1,31316501,31316712
NW_024425119.1,15230667,15230871
NW_024426774.1,39632603,39632797
NW_024424230.1,26321267,26321468
NW_024426663.1,21311689,21311905
NW_024426996.1,58736855,58737047
NW_024427107.1,48499402,48499617
NW_024424453.1,12683524,12683723
NW_024425563.1,88143292,88143521
NW_024425452.1,15810476,15810682
NW_024426663.1,21339830,21340040
NW_024423453.1,50069167,50069365
NW_024423343.1,66387263,66387471
NW_024424897.1,31517433,31517634
NW_024426996.1,28836593,28836803
NW_024426663.1,70022009,70022175
NW_024424452.1,67253790,67253998
NW_024426663.1,28982746,28982968
NW_024423786.1,68872749,68872957
NW_024424452.1,15437493,15437679
NW_024424452.1,62109672,62109871
NW_024425008.1,14424123,14424324
NW_024426663.1,61877098,61877302
NW_024423675.1,7657098,7657295
NW_024423675.1,50091312,50091438
NW_024424786.1,32847319,32847551
NW_024426552.1,22159012,22159210
NW_024425563.1,66997071,66997139
NW_024426663.1,81737503,81737734
NW_024424786.1,8201698,8201903
NW_024425119.1,14012343,14012551
NW_024423786.1,12067929,12068145
NW_024423453.1,21360283,21360497
NW_024424341.1,26483431,26483662
NW_024426008.1,8830987,8831235
NW_024423564.1,63559726,63559926
NW_024423675.1,13667912,13668140
NW_024424564.1,26399679,26399879
NW_024427107.1,37222777,37222980
NW_024423344.1,13077666,13077863
NW_024424786.1,41778436,41778652
NW_024426341.1,1058635,1058914
NW_024423675.1,3303894,3304089
NW_024424119.1,18330756,18330962
NW_024424564.1,47033898,47034120
NW_024424786.1,6933614,6933769
NW_024426996.1,53650253,53650464
NW_024426552.1,62226248,62226448
NW_024426552.1,26772351,26772547
NW_024426996.1,20461011,20461230
NW_024423675.1,40750497,40750701
NW_024425563.1,36364362,36365273
NW_024425008.1,31674390,31674602
NW_024425008.1,40286553,40286754
NW_024425563.1,54493218,54493420
NW_024426552.1,61032550,61032754
NW_024426774.1,64645713,64645988
NW_024423343.1,104469858,104470064
NW_024423897.1,26043820,26044024
NW_024425563.1,67319314,67319546
NW_024425341.1,19436166,19436376
NW_024427107.1,9671352,9671551
NW_024423675.1,57412732,57412932
NW_024426774.1,35680964,35681183
NW_024425230.1,10913990,10914194
NW_024425119.1,35399496,35399688
NW_024423453.1,39294540,39294789
NW_024425452.1,25769837,25770036
NW_024423564.1,50140295,50140504
NW_024424341.1,56758018,56758234
NW_024424786.1,40487678,40487918
NW_024425008.1,20467546,20467737
NW_024423344.1,30052416,30052636
NW_024425564.1,25558503,25558707
NW_024424453.1,12484002,12484198
NW_024423453.1,2308884,2309099
NW_024424452.1,101016708,101016913
NW_024424452.1,40771375,40771580
NW_024426552.1,38400090,38400295
NW_024426552.1,53810102,53810248
NW_024427107.1,31371931,31372144
NW_024423786.1,47978140,47978343
NW_024423319.1,15105705,15105881
NW_024424897.1,43304153,43304358
NW_024423786.1,38298625,38298837
NW_024424008.1,27143256,27143464
NW_024426663.1,78872125,78872319
NW_024423343.1,91161434,91161631
NW_024424008.1,11760298,11760517
NW_024425008.1,2272506,2272702
NW_024423564.1,22496306,22496676
NW_024423675.1,36385828,36386045
NW_024424341.1,27995763,27995989
NW_024426663.1,52881492,52881685
NW_024426774.1,2038825,2039030
NW_024423453.1,35532109,35532313
NW_024423786.1,59411303,59411510
NW_024424564.1,31994971,31995177
NW_024423675.1,6234009,6234227
NW_024425897.1,2687382,2687579
NW_024426885.1,24230834,24231032
NW_024424341.1,28194689,28195034
NW_024425230.1,34082172,34082381
NW_024424341.1,26359371,26359575
NW_024424675.1,32519455,32519844
NW_024425119.1,9345052,9345259
NW_024423786.1,68748998,68749195
NW_024426663.1,29803356,29803558
NW_024426996.1,52464309,52464624
NW_024424786.1,20210015,20210258
NW_024425230.1,23583299,23583506
NW_024423453.1,55835138,55835352
NW_024423343.1,6715756,6715954
NW_024424008.1,16579378,16579574
NW_024424786.1,19006866,19007040
NW_024427107.1,2656324,2656529
NW_024423343.1,46720184,46720385
NW_024423319.1,17520617,17520820
NW_024423319.1,60568908,60569107
NW_024424008.1,20567846,20568079
NW_024426008.1,5244078,5244283
NW_024426663.1,13954222,13954421
NW_024423564.1,55329749,55329979
NW_024423319.1,3662046,3662256
NW_024424119.1,22229622,22229833
NW_024424452.1,20807656,20807862
NW_024425230.1,9965923,9966127
NW_024425119.1,10250431,10250643
NW_024426774.1,64356275,64356482
NW_024424897.1,23278925,23279135
NW_024426230.1,24265356,24265793
NW_024426774.1,67460281,67460483
NW_024423319.1,54320613,54320853
NW_024426552.1,25834108,25834310
NW_024424564.1,17666729,17666947
NW_024425341.1,35204793,35205000
NW_024426885.1,13447755,13447958
NW_024424897.1,15469394,15469597
NW_024425564.1,27722863,27723069
NW_024426552.1,526137,526338
NW_024424453.1,12590412,12590629
NW_024425230.1,9375628,9375838
NW_024425563.1,22439890,22440085
NW_024426008.1,3892834,3893035
NW_024426885.1,12088949,12089077
NW_024426663.1,19082804,19083015
NW_024426119.1,22561703,22561910
NW_024423564.1,10980612,10980867
NW_024426119.1,19609307,19609499
NW_024426663.1,40893624,40893833
NW_024423453.1,61717515,61717743
NW_024426230.1,6473894,6474099
NW_024426663.1,32888426,32888648
NW_024425897.1,6870809,6871014
NW_024423675.1,8047489,8047691
NW_024423453.1,21069198,21069403
NW_024424230.1,24426041,24426275
NW_024424897.1,40837231,40837454
NW_024426008.1,394428,394631
NW_024426552.1,33172860,33173069
NW_024426008.1,19871868,19872074
NW_024426552.1,84418794,84418887
NW_024426663.1,52921189,52921385
NW_024423343.1,100462616,100462821
NW_024423344.1,53701635,53701859
NW_024425008.1,42143502,42143702
NW_024425230.1,13179629,13179819
NW_024427107.1,70117260,70117464
NW_024423675.1,24617981,24618193
NW_024424008.1,21977733,21977977
NW_024427107.1,24914235,24914438
NW_024424452.1,26184397,26184612
NW_024426008.1,458940,459142
NW_024426008.1,21764775,21764995
NW_024426663.1,13248540,13248741
NW_024426663.1,21780894,21781096
NW_024427107.1,42223986,42224195
NW_024423786.1,6215501,6215710
NW_024423786.1,41663258,41663459
NW_024426885.1,12385606,12385960
NW_024425341.1,12772498,12772706
NW_024426663.1,83285197,83285405
NW_024423319.1,96784343,96784557
NW_024424452.1,39575440,39575649
NW_024424341.1,31978237,31978472
NW_024425786.1,18242666,18242862
NW_024426774.1,66690733,66690956
NW_024426663.1,4850898,4851106
NW_024426774.1,15608574,15608784
NW_024425452.1,12919850,12920048
NW_024424341.1,34321260,34321467
NW_024426008.1,10836020,10836225
NW_024426552.1,77097069,77097275
NW_024425230.1,17136396,17136609
NW_024425452.1,28575882,28576131
NW_024426663.1,71857183,71857401
NW_024424119.1,40338679,40338825
NW_024426552.1,93636367,93636572
NW_024423343.1,72915007,72915224
NW_024426774.1,83435747,83435948
NW_024424452.1,66621199,66621409
NW_024424897.1,34577084,34577289
NW_024425897.1,16030434,16030633
NW_024426552.1,63175187,63175390
NW_024423343.1,106767825,106768022
NW_024425230.1,27305438,27305635
NW_024423675.1,18406268,18406482
NW_024423786.1,7011216,7011417
NW_024425897.1,28212133,28212510
NW_024426119.1,998605,998806
NW_024424008.1,52612657,52612872
NW_024424675.1,43665082,43665298
NW_024424786.1,25995547,25995753
NW_024426996.1,49817957,49818156
NW_024425119.1,26645382,26645589
NW_024424564.1,24509029,24509258
NW_024424897.1,35803488,35803692
NW_024423453.1,63908869,63909069
NW_024426663.1,779003,779198
NW_024426996.1,71506239,71506447
NW_024423319.1,61936512,61936594
NW_024425119.1,4750389,4750595
NW_024425119.1,17277640,17277876
NW_024425563.1,32573371,32573578
NW_024425675.1,11147738,11147946
NW_024424008.1,54304968,54305189
NW_024424008.1,29892498,29892861
NW_024425119.1,44065116,44065328
NW_024423453.1,36514377,36514582
NW_024423344.1,8717692,8717896
NW_024423343.1,73085916,73086131
NW_024424119.1,12207013,12207569
NW_024424675.1,1535376,1535588
NW_024425341.1,32190302,32190507
NW_024423453.1,39008346,39008474
NW_024423786.1,46605294,46605498
NW_024423453.1,35512285,35512490
NW_024423344.1,3138154,3138365
NW_024424230.1,51657615,51657833
NW_024424341.1,19607342,19607556
NW_024424341.1,26634344,26634570
NW_024423319.1,64923347,64923564
NW_024424786.1,45129698,45130136
NW_024424564.1,10062433,10062634
NW_024424897.1,2157029,2157219
NW_024425452.1,7768239,7768447
NW_024423675.1,59953803,59953998
NW_024424119.1,39863155,39863365
NW_024424230.1,6192463,6192679
NW_024424230.1,13370957,13371161
NW_024425563.1,62313986,62314147
NW_024426230.1,8168330,8168535
NW_024424008.1,60928341,60928542
NW_024424341.1,23934113,23934319
NW_024424452.1,45459725,45459930
NW_024425786.1,23199952,23200159
NW_024425563.1,81410563,81410770
NW_024426663.1,49140397,49140607
NW_024426552.1,9338352,9338560
NW_024426119.1,23876374,23876608
NW_024426996.1,15538499,15538707
NW_024425786.1,9129129,9129334
NW_024425564.1,34807429,34807619
NW_024426230.1,4517153,4517353
NW_024423344.1,5581039,5581261
NW_024423344.1,15935538,15935738
NW_024423319.1,68488802,68489004
NW_024424452.1,89438124,89438328
NW_024425341.1,1698252,1698465
NW_024425897.1,6844385,6844584
NW_024423344.1,23627035,23627232
NW_024423344.1,37559506,37559709
NW_024426885.1,57895786,57895983
NW_024426663.1,70243090,70243282
NW_024425563.1,43442118,43442318
NW_024425897.1,1813110,1813313
NW_024426552.1,52394358,52394572
NW_024426774.1,66483358,66483560
NW_024426774.1,9675538,9675743
NW_024423453.1,34797117,34797327
NW_024423453.1,6328685,6328815
NW_024424119.1,26633170,26633384
NW_024425452.1,8865535,8865645
NW_024426774.1,52112929,52113131
NW_024424008.1,54957583,54957795
NW_024424452.1,92807954,92808178
NW_024424453.1,13522662,13522892
NW_024425119.1,5878826,5879022
NW_024426008.1,10760534,10760737
NW_024423343.1,48654101,48654303
NW_024426885.1,22225288,22225490
NW_024426663.1,69493382,69493585
NW_024427107.1,49879466,49879667
NW_024423564.1,3588106,3588313
NW_024423343.1,6889350,6889564
NW_024425452.1,9508774,9509008
NW_024426552.1,87076214,87076428
NW_024424341.1,11549028,11549240
NW_024426552.1,34214608,34214807
NW_024423897.1,40805774,40806006
NW_024424786.1,41683064,41683269
NW_024427107.1,51899185,51899393
NW_024423344.1,29965361,29965512
NW_024426996.1,49099518,49099662
NW_024423564.1,29965979,29966192
